datestr,daten,INDPRO,FEDFUNDS,CPILFESL,UNRATE,DPCCRAM1M225NBEA,INDPRO_PCH
2/1/1959,1-Feb-59,23.0681,2.43,29.9,5.9,1.6,1.95845
3/1/1959,1-Mar-59,23.4004,2.8,30,5.6,1.7,1.44052
4/1/1959,1-Apr-59,23.8989,2.96,30,5.2,-0.3,2.13031
5/1/1959,1-May-59,24.2589,2.9,30.1,5.1,0.9,1.50635
6/1/1959,1-Jun-59,24.2866,3.39,30.2,5,0.4,0.11418
7/1/1959,1-Jul-59,23.705,3.47,30.2,5.1,-0.3,-2.39474
8/1/1959,1-Aug-59,22.9019,3.5,30.2,5.2,0.8,-3.38789
9/1/1959,1-Sep-59,22.8743,3.76,30.3,5.5,1.4,-0.12051
10/1/1959,1-Oct-59,22.7081,3.98,30.4,5.7,-1.1,-0.72658
11/1/1959,1-Nov-59,22.8466,4,30.4,5.8,0,0.60991
12/1/1959,1-Dec-59,24.2589,3.99,30.5,5.3,-0.3,6.18166
1/1/1960,1-Jan-60,24.8958,3.99,30.5,5.2,0.6,2.62543
2/1/1960,1-Feb-60,24.6743,3.97,30.6,4.8,0.7,-0.88971
3/1/1960,1-Mar-60,24.4528,3.84,30.6,5.4,1,-0.8977
4/1/1960,1-Apr-60,24.2589,3.92,30.6,5.2,2.1,-0.79296
5/1/1960,1-May-60,24.2312,3.85,30.6,5.1,-2.3,-0.11418
6/1/1960,1-Jun-60,23.9266,3.32,30.7,5.4,-0.1,-1.25706
7/1/1960,1-Jul-60,23.8435,3.23,30.6,5.5,0.2,-0.34731
8/1/1960,1-Aug-60,23.8158,2.98,30.6,5.6,0.3,-0.11617
9/1/1960,1-Sep-60,23.5666,2.6,30.6,5.5,0.6,-1.04636
10/1/1960,1-Oct-60,23.5389,2.47,30.8,6.1,0.6,-0.11754
11/1/1960,1-Nov-60,23.2066,2.44,30.8,6.1,-0.9,-1.41171
12/1/1960,1-Dec-60,22.7635,1.98,30.7,6.6,-1.2,-1.90937
1/1/1961,1-Jan-61,22.7912,1.45,30.8,6.6,0.1,0.12169
2/1/1961,1-Feb-61,22.7635,2.54,30.8,6.9,0.5,-0.12154
3/1/1961,1-Mar-61,22.902,2.02,30.9,6.9,1.5,0.60843
4/1/1961,1-Apr-61,23.3727,1.49,30.9,7,-0.4,2.05528
5/1/1961,1-May-61,23.7327,1.98,30.9,7.1,0.9,1.54026
6/1/1961,1-Jun-61,24.065,1.73,31,6.9,0.2,1.40018
7/1/1961,1-Jul-61,24.342,1.17,31,7,0.1,1.15105
8/1/1961,1-Aug-61,24.5635,2,31.1,6.6,0.2,0.90995
9/1/1961,1-Sep-61,24.5358,1.88,31.1,6.7,0.6,-0.11277
10/1/1961,1-Oct-61,25.0066,2.26,31.1,6.5,1,1.91883
11/1/1961,1-Nov-61,25.3943,2.61,31.2,6.1,1.2,1.55039
12/1/1961,1-Dec-61,25.6158,2.33,31.2,6,0.7,0.87224
1/1/1962,1-Jan-62,25.3943,2.15,31.2,5.8,0.1,-0.8647
2/1/1962,1-Feb-62,25.8097,2.37,31.2,5.5,-0.2,1.6358
3/1/1962,1-Mar-62,25.9482,2.85,31.3,5.6,0.9,0.53662
4/1/1962,1-Apr-62,26.0035,2.78,31.3,5.6,0.8,0.21312
5/1/1962,1-May-62,25.9758,2.36,31.4,5.5,0.8,-0.10652
6/1/1962,1-Jun-62,25.9205,2.68,31.4,5.5,-0.6,-0.21289
7/1/1962,1-Jul-62,26.1697,2.71,31.4,5.4,0.3,0.9614
8/1/1962,1-Aug-62,26.1974,2.93,31.5,5.7,0.3,0.10585
9/1/1962,1-Sep-62,26.3635,2.9,31.5,5.6,1.5,0.63403
10/1/1962,1-Oct-62,26.3912,2.9,31.5,5.4,-0.7,0.10507
11/1/1962,1-Nov-62,26.502,2.94,31.5,5.7,1.7,0.41984
12/1/1962,1-Dec-62,26.502,2.93,31.6,5.5,0.6,0
1/1/1963,1-Jan-63,26.6958,2.92,31.5,5.7,-0.3,0.73127
2/1/1963,1-Feb-63,27.0005,3,31.6,5.9,-0.3,1.14138
3/1/1963,1-Mar-63,27.1666,2.98,31.7,5.7,0.6,0.61517
4/1/1963,1-Apr-63,27.4159,2.9,31.7,5.7,0.6,0.91767
5/1/1963,1-May-63,27.7482,3,31.7,5.9,-0.1,1.21207
6/1/1963,1-Jun-63,27.8313,2.99,31.8,5.6,1.4,0.29948
7/1/1963,1-Jul-63,27.7205,3.02,31.8,5.6,0.5,-0.39811
8/1/1963,1-Aug-63,27.7759,3.49,31.9,5.4,0.2,0.19985
9/1/1963,1-Sep-63,28.0528,3.48,31.9,5.5,0,0.99691
10/1/1963,1-Oct-63,28.2466,3.5,32,5.5,0,0.69084
11/1/1963,1-Nov-63,28.3851,3.48,32,5.7,0.9,0.49032
12/1/1963,1-Dec-63,28.3297,3.38,32.1,5.5,1.3,-0.19517
1/1/1964,1-Jan-64,28.579,3.48,32.2,5.6,0.4,0.88
2/1/1964,1-Feb-64,28.7728,3.48,32.2,5.4,0.8,0.67812
3/1/1964,1-Mar-64,28.7728,3.43,32.2,5.4,0.2,0
4/1/1964,1-Apr-64,29.2436,3.47,32.2,5.3,0.2,1.63627
5/1/1964,1-May-64,29.4098,3.5,32.2,5.1,1.5,0.56833
6/1/1964,1-Jun-64,29.4928,3.5,32.3,5.2,0.6,0.28222
7/1/1964,1-Jul-64,29.6867,3.42,32.3,4.9,0.7,0.65745
8/1/1964,1-Aug-64,29.8805,3.5,32.3,5,0.5,0.65282
9/1/1964,1-Sep-64,29.9913,3.45,32.3,5.1,-0.4,0.37081
10/1/1964,1-Oct-64,29.5759,3.36,32.4,5.1,0.7,-1.38507
11/1/1964,1-Nov-64,30.4898,3.52,32.5,4.8,-0.7,3.09002
12/1/1964,1-Dec-64,30.8498,3.85,32.5,5,0.5,1.18072
1/1/1965,1-Jan-65,31.1821,3.9,32.6,4.9,1.3,1.07715
2/1/1965,1-Feb-65,31.376,3.98,32.6,5.1,1.6,0.62183
3/1/1965,1-Mar-65,31.7913,4.04,32.6,4.7,0.6,1.32362
4/1/1965,1-Apr-65,31.9298,4.09,32.7,4.8,0.6,0.43565
5/1/1965,1-May-65,32.179,4.1,32.7,4.6,-0.2,0.78046
6/1/1965,1-Jun-65,32.4283,4.04,32.7,4.6,-1,0.77473
7/1/1965,1-Jul-65,32.7329,4.09,32.7,4.4,1.3,0.9393
8/1/1965,1-Aug-65,32.8713,4.12,32.7,4.4,0.8,0.42282
9/1/1965,1-Sep-65,32.9544,4.01,32.8,4.3,2.3,0.2528
10/1/1965,1-Oct-65,33.2868,4.08,32.8,4.2,0.6,1.00867
11/1/1965,1-Nov-65,33.4252,4.1,32.9,4.1,0.3,0.41578
12/1/1965,1-Dec-65,33.8406,4.32,33,4,0,1.24277
1/1/1966,1-Jan-66,34.1729,4.42,33,4,1,0.98196
2/1/1966,1-Feb-66,34.3945,4.6,33.1,3.8,0.9,0.64847
3/1/1966,1-Mar-66,34.8652,4.65,33.1,3.8,1,1.36853
4/1/1966,1-Apr-66,34.9206,4.67,33.3,3.8,-0.2,0.1589
5/1/1966,1-May-66,35.2529,4.9,33.4,3.9,-1.2,0.95159
6/1/1966,1-Jun-66,35.4191,5.17,33.5,3.8,0.3,0.47145
7/1/1966,1-Jul-66,35.6129,5.3,33.6,3.8,0.8,0.54716
8/1/1966,1-Aug-66,35.6406,5.53,33.7,3.8,0.6,0.07778
9/1/1966,1-Sep-66,35.9729,5.4,33.8,3.7,1.1,0.93236
10/1/1966,1-Oct-66,36.2221,5.53,34,3.7,-0.4,0.69274
11/1/1966,1-Nov-66,35.9729,5.76,34,3.6,0,-0.68798
12/1/1966,1-Dec-66,36.056,5.4,34.1,3.8,0.1,0.23101
1/1/1967,1-Jan-67,36.2261,4.94,34.2,3.9,0.5,0.47177
2/1/1967,1-Feb-67,35.8152,5,34.2,3.8,-0.7,-1.13427
3/1/1967,1-Mar-67,35.6133,4.53,34.3,3.8,0.7,-0.56373
4/1/1967,1-Apr-67,35.9492,4.05,34.4,3.8,1.1,0.94319
5/1/1967,1-May-67,35.6356,3.94,34.5,3.8,-0.2,-0.87234
6/1/1967,1-Jun-67,35.6311,3.98,34.6,3.9,0.8,-0.01263
7/1/1967,1-Jul-67,35.55,3.79,34.7,3.8,-0.2,-0.22761
8/1/1967,1-Aug-67,36.2311,3.9,34.9,3.8,0.4,1.91589
9/1/1967,1-Sep-67,36.1723,3.99,35,3.8,0.9,-0.16229
10/1/1967,1-Oct-67,36.4669,3.88,35.1,4,-1.2,0.81444
11/1/1967,1-Nov-67,36.9884,4.13,35.2,3.9,0.6,1.43006
12/1/1967,1-Dec-67,37.3868,4.51,35.4,3.8,1.2,1.07709
1/1/1968,1-Jan-68,37.3465,4.6,35.5,3.7,1.1,-0.10779
2/1/1968,1-Feb-68,37.4804,4.71,35.7,3.8,0.1,0.35853
3/1/1968,1-Mar-68,37.5974,5.05,35.8,3.7,1.6,0.31216
4/1/1968,1-Apr-68,37.6518,5.76,35.9,3.5,-0.2,0.14469
5/1/1968,1-May-68,38.0741,6.11,36,3.5,0.8,1.12159
6/1/1968,1-Jun-68,38.214,6.07,36.2,3.7,0.7,0.36744
7/1/1968,1-Jul-68,38.1554,6.02,36.4,3.7,1,-0.15335
8/1/1968,1-Aug-68,38.2619,6.03,36.5,3.5,0.2,0.27912
9/1/1968,1-Sep-68,38.4068,5.78,36.7,3.4,0,0.37871
10/1/1968,1-Oct-68,38.483,5.91,36.9,3.4,0.3,0.1984
11/1/1968,1-Nov-68,38.9808,5.82,37.1,3.4,0.3,1.29356
12/1/1968,1-Dec-68,39.1039,6.02,37.2,3.4,-0.1,0.3158
1/1/1969,1-Jan-69,39.3405,6.3,37.3,3.4,0.8,0.60505
2/1/1969,1-Feb-69,39.5922,6.61,37.6,3.4,0.6,0.6398
3/1/1969,1-Mar-69,39.9027,6.79,37.8,3.4,-0.5,0.78425
4/1/1969,1-Apr-69,39.7559,7.41,38.1,3.4,0.7,-0.36789
5/1/1969,1-May-69,39.6056,8.67,38.1,3.4,0.6,-0.37806
6/1/1969,1-Jun-69,39.9925,8.9,38.3,3.5,-0.1,0.97688
7/1/1969,1-Jul-69,40.2037,8.61,38.5,3.5,-0.3,0.5281
8/1/1969,1-Aug-69,40.2961,9.19,38.7,3.5,0.9,0.22983
9/1/1969,1-Sep-69,40.287,9.15,38.9,3.7,0.4,-0.02258
10/1/1969,1-Oct-69,40.2988,9,39.1,3.7,0.1,0.02929
11/1/1969,1-Nov-69,39.9189,8.85,39.2,3.5,-0.1,-0.94271
12/1/1969,1-Dec-69,39.8118,8.97,39.4,3.5,0,-0.26829
1/1/1970,1-Jan-70,39.0746,8.98,39.6,3.9,0.2,-1.85171
2/1/1970,1-Feb-70,39.0488,8.98,39.8,4.2,0.9,-0.06603
3/1/1970,1-Mar-70,38.9981,7.76,40.1,4.4,-0.9,-0.12984
4/1/1970,1-Apr-70,38.8979,8.1,40.4,4.6,0.4,-0.25694
5/1/1970,1-May-70,38.8525,7.94,40.5,4.8,0.7,-0.11672
6/1/1970,1-Jun-70,38.7269,7.6,40.8,4.9,0.3,-0.32327
7/1/1970,1-Jul-70,38.8219,7.21,40.9,5,0,0.24531
8/1/1970,1-Aug-70,38.7527,6.61,41.1,5.1,0.4,-0.17825
9/1/1970,1-Sep-70,38.4856,6.29,41.3,5.4,0.4,-0.68924
10/1/1970,1-Oct-70,37.7157,6.2,41.5,5.5,-0.5,-2.00049
11/1/1970,1-Nov-70,37.4873,5.6,41.8,5.9,-1.1,-0.60558
12/1/1970,1-Dec-70,38.3482,4.9,42,6.1,0.8,2.29651
1/1/1971,1-Jan-71,38.6432,4.14,42.1,5.9,1.8,0.76927
2/1/1971,1-Feb-71,38.5695,3.72,42.2,5.9,0.2,-0.19072
3/1/1971,1-Mar-71,38.5278,3.71,42.2,6,0.3,-0.10812
4/1/1971,1-Apr-71,38.7441,4.15,42.4,5.9,0.6,0.56141
5/1/1971,1-May-71,38.9407,4.63,42.6,5.9,0,0.50743
6/1/1971,1-Jun-71,39.104,4.91,42.8,5.9,0.9,0.41936
7/1/1971,1-Jul-71,38.9905,5.31,42.9,6,-0.3,-0.29025
8/1/1971,1-Aug-71,38.7642,5.56,43,6.1,0.9,-0.5804
9/1/1971,1-Sep-71,39.3942,5.55,43,6,1.1,1.62521
10/1/1971,1-Oct-71,39.6891,5.2,43.1,5.8,0.3,0.74859
11/1/1971,1-Nov-71,39.8576,4.91,43.2,6,0.6,0.42455
12/1/1971,1-Dec-71,40.3177,4.14,43.3,6,0.8,1.15436
1/1/1972,1-Jan-72,41.2876,3.5,43.5,5.8,0.5,2.40564
2/1/1972,1-Feb-72,41.6865,3.29,43.6,5.7,0,0.96615
3/1/1972,1-Mar-72,41.9746,3.83,43.6,5.8,1.5,0.69111
4/1/1972,1-Apr-72,42.4183,4.17,43.8,5.7,0.2,1.05707
5/1/1972,1-May-72,42.3963,4.27,43.9,5.7,0.5,-0.05186
6/1/1972,1-Jun-72,42.5166,4.46,44,5.7,0.4,0.28375
7/1/1972,1-Jul-72,42.498,4.55,44.1,5.6,0.9,-0.04375
8/1/1972,1-Aug-72,43.0629,4.8,44.3,5.6,0.6,1.32924
9/1/1972,1-Sep-72,43.3918,4.87,44.3,5.5,0.2,0.76377
10/1/1972,1-Oct-72,43.9718,5.04,44.4,5.6,1.6,1.33666
11/1/1972,1-Nov-72,44.4919,5.06,44.4,5.3,0.5,1.1828
12/1/1972,1-Dec-72,45.0015,5.33,44.6,5.2,0.4,1.14538
1/1/1973,1-Jan-73,45.2942,5.94,44.6,4.9,1.4,0.65042
2/1/1973,1-Feb-73,45.9656,6.58,44.8,5,0.8,1.48231
3/1/1973,1-Mar-73,45.9872,7.09,45,4.9,0.6,0.04699
4/1/1973,1-Apr-73,45.9237,7.12,45.1,5,-0.4,-0.13808
5/1/1973,1-May-73,46.2192,7.84,45.3,4.9,0.2,0.64346
6/1/1973,1-Jun-73,46.2509,8.49,45.4,4.9,-0.2,0.06859
7/1/1973,1-Jul-73,46.4421,10.4,45.5,4.8,0.2,0.4134
8/1/1973,1-Aug-73,46.3648,10.5,45.7,4.8,-0.5,-0.16644
9/1/1973,1-Sep-73,46.7803,10.78,46,4.8,1.4,0.89615
10/1/1973,1-Oct-73,47.0954,10.01,46.3,4.6,-0.7,0.67357
11/1/1973,1-Nov-73,47.3445,10.03,46.5,4.8,0.2,0.52893
12/1/1973,1-Dec-73,47.2315,9.95,46.7,4.9,-0.6,-0.23868
1/1/1974,1-Jan-74,46.8994,9.65,46.9,5.1,0.2,-0.70313
2/1/1974,1-Feb-74,46.7538,8.97,47.2,5.2,-0.5,-0.31045
3/1/1974,1-Mar-74,46.7685,9.35,47.6,5.1,0.5,0.03144
4/1/1974,1-Apr-74,46.6069,10.51,47.9,5.1,0.2,-0.34553
5/1/1974,1-May-74,46.9743,11.31,48.5,5.1,0.3,0.7883
6/1/1974,1-Jun-74,46.9233,11.93,49,5.4,-0.6,-0.10857
7/1/1974,1-Jul-74,46.9464,12.92,49.5,5.5,0,0.04923
8/1/1974,1-Aug-74,46.4907,12.01,50.2,5.5,0.9,-0.97068
9/1/1974,1-Sep-74,46.5136,11.34,50.7,5.9,-1.1,0.04926
10/1/1974,1-Oct-74,46.3401,10.06,51.2,6,-0.6,-0.37301
11/1/1974,1-Nov-74,44.8209,9.45,51.6,6.6,-1,-3.27837
12/1/1974,1-Dec-74,43.234,8.53,52,7.2,-0.1,-3.54054
1/1/1975,1-Jan-75,42.6409,7.13,52.3,8.1,1.2,-1.37184
2/1/1975,1-Feb-75,41.6602,6.24,52.8,8.1,0.9,-2.2999
3/1/1975,1-Mar-75,41.2135,5.54,53,8.6,-0.7,-1.07225
4/1/1975,1-Apr-75,41.246,5.49,53.3,8.8,-0.2,0.07886
5/1/1975,1-May-75,41.1515,5.22,53.5,9,2.3,-0.22911
6/1/1975,1-Jun-75,41.4224,5.55,53.8,8.8,0.3,0.6583
7/1/1975,1-Jul-75,41.8234,6.1,54,8.6,0.4,0.96808
8/1/1975,1-Aug-75,42.2573,6.14,54.2,8.4,0.3,1.03746
9/1/1975,1-Sep-75,42.7796,6.24,54.5,8.4,0.5,1.236
10/1/1975,1-Oct-75,42.9687,5.82,54.8,8.4,0.3,0.44203
11/1/1975,1-Nov-75,43.0614,5.22,55.2,8.3,1.2,0.21574
